Row_ID,SKU,Seller_ID,Seller_Name,Category,Brand,Model_Name,Model_Number,UPC,GTIN,Title,Description,Price_USD,Weight_lbs,Stock_Quantity,Primary_Image_URL,Specifications,Listing_Date,Last_Updated,Is_Active,Data_Quality_Issue
109,BB-MKT-00631,S001,TechDirect LLC,Headphones,Beats,WH-1000XM5,BE-1118-BL,672137182068,0672137182068,Beats WH-1000XM5 In-ear Both Headphones,Enjoy crystal-clear audio with the Beats WH-1000XM5. Perfect for music lovers and remote workers.,342.55,0.45,389,https://images.bestbuy.com/marketplace/beats-wh-1000xm5-main.jpg,Type: In-ear | Connectivity: Both | ANC: Yes | Battery_Hours: 20,2024-11-14,2024-11-14,Yes,
110,BB-MKT-00808,S005,ConnectPro Sales,Headphones,Apple,AirPods Max,AP-9096-WH,731997559540,0731997559540,Apple AirPods Max Over-ear Wireless Headphones,Enjoy crystal-clear audio with the Apple AirPods Max. Perfect for music lovers and remote workers.,496.93,0.42,7,https://images.bestbuy.com/marketplace/apple-airpods-max-main.jpg,Type: Over-ear | Connectivity: Wireless | ANC: No | Battery_Hours: 36,2024-09-24,2024-09-24,Yes,
111,BB-MKT-00385,S007,SmartBuy Co,TVs,Apple,Evolve2 85,AP-4323-BK,245593128898,0245593128898,Apple Evolve2 85 On-ear Wired Headphones,Enjoy crystal-clear audio with the Apple Evolve2 85. Perfect for music lovers and remote workers.,352.73,0.26,234,https://images.bestbuy.com/marketplace/apple-evolve2-85-main.jpg,Type: On-ear | Connectivity: Wired | ANC: Yes | Battery_Hours: 20,2025-03-12,2025-03-12,Yes,CATEGORY_MISMATCH
112,BB-MKT-00315,S005,ConnectPro Sales,Headphones,Beats,Momentum 4,BE-4337-BL,536714876134,0536714876134,Beats Momentum 4 On-ear Both Headphones,Enjoy crystal-clear audio with the Beats Momentum 4. Perfect for music lovers and remote workers.,316.09,0.34,91,https://images.bestbuy.com/marketplace/beats-momentum-4-main.jpg,Type: On-ear | Connectivity: Both | ANC: No | Battery_Hours: 40,2025-01-06,2025-01-06,Yes,
113,BB-MKT-00125,S006,NextGen Devices,Laptops,ASUS,VivoBook 16,AS-1907-BK,651613895273,0651613895273,,Experience premium performance with the ASUS VivoBook 16. Designed for professionals and students alike.,1487.01,1.69,82,https://images.bestbuy.com/marketplace/asus-vivobook-16-main.jpg,"RAM_GB: 32 | Storage_GB: 256 | Screen_Size: 14"" | Processor: Intel i7",2024-12-13,2024-12-13,Yes,MISSING_TITLE
114,BB-MKT-00292,S002,EliteGadgets Inc,TVs,Samsung,5-Series 4K,SA-3916-SL,156149172748,0156149172748,"Samsung 85"" 8K Smart TV 5-Series 4K",Immerse yourself in stunning visuals with the Samsung 5-Series 4K. Features cutting-edge display technology.,2341.82,33.3,116,https://images.bestbuy.com/marketplace/samsung-5-series-4k-main.jpg,"Screen_Size: 85"" | Resolution: 8K | Smart_TV: Yes | HDR: HDR10",2024-11-10,2024-11-10,Yes,
115,BB-MKT-00187,S002,EliteGadgets Inc,Smart Home,Google,Video Doorbell Pro 2,GO-9019-SL,388252241697,0388252241697,Google Video Doorbell Pro 2 Smart Home Device,Transform your home with the Google Video Doorbell Pro 2. Easy setup and seamless smart home integration.,309.58,0.96,300,https://images.bestbuy.com/marketplace/google-video-doorbell-pro-2-main.jpg,Connectivity: Z-Wave | Voice_Assistant: Google Assistant | Power: Wired,2024-08-28,2024-08-28,Yes,
116,BB-MKT-00008,S006,NextGen Devices,TVs,LG,U8K,LG-3621-BL,787851215839,0416326328379,"LG 65"" 4K UHD Smart TV U8K",Immerse yourself in stunning visuals with the LG U8K. Features cutting-edge display technology.,2485.53,24.93,305,https://images.bestbuy.com/marketplace/lg-u8k-main.jpg,"Screen_Size: 65"" | Resolution: 4K UHD | Smart_TV: Yes | HDR: HDR10",2025-02-25,2025-02-25,Yes,GTIN_UPC_MISMATCH
117,BB-MKT-00806,S006,NextGen Devices,TVs,Sony,OLED C3,SO-7716-SL,586366591177,0586366591177,"Sony 65"" 8K Smart TV OLED C3",Immerse yourself in stunning visuals with the Sony OLED C3. Features cutting-edge display technology.,547.84,32.66,39,https://images.bestbuy.com/marketplace/sony-oled-c3-main.jpg,"Screen_Size: 65"" | Resolution: 8K | Smart_TV: Yes | HDR: HDR10+",2025-01-02,2025-01-02,Yes,
118,BB-MKT-00155,S001,TechDirect LLC,Headphones,JBL,Evolve2 85,JB-8546-SL,371569339299,0371569339299,JBL Evolve2 85 In-ear Both Headphones,Enjoy crystal-clear audio with the JBL Evolve2 85. Perfect for music lovers and remote workers.,109.66,0.25,448,https://images.bestbuy.com/marketplace/jbl-evolve2-85-main.jpg,Type: In-ear | Connectivity: Both | ANC: No | Battery_Hours: 40,2024-08-27,2024-08-27,Yes,
119,BB-MKT-00170,S001,TechDirect LLC,Laptops,Apple,Pavilion 15,AP-4463-BL,349290861585,0349290861585,"Apple Pavilion 15 16"" Laptop - 8GB RAM 512GB SSD",Experience premium performance with the Apple Pavilion 15. Designed for professionals and students alike.,968.3,2.68,350,https://images.bestbuy.com/marketplace/apple-pavilion-15-main.jpg,"RAM_GB: 8 | Storage_GB: 512 | Screen_Size: 16"" | Processor: AMD Ryzen 5",2024-11-21,2024-11-21,Yes,
120,BB-MKT-00946,S004,ValueTech Store,Headphones,Beats,AirPods Max,BE-9146-WH,784243799876,0784243799876,Beats AirPods Max Over-ear Both Headphones,Enjoy crystal-clear audio with the Beats AirPods Max. Perfect for music lovers and remote workers.,2397.9,0.25,438,https://images.bestbuy.com/marketplace/beats-airpods-max-main.jpg,Type: Over-ear | Connectivity: Both | ANC: Yes | Battery_Hours: 36,2025-03-06,2025-03-06,Yes,PRICE_ANOMALY
121,BB-MKT-00682,S001,TechDirect LLC,TVs,Sony,OLED C3,SO-1022-SL,226850119314,0226850119314,"Sony 55"" 4K UHD Smart TV OLED C3",,2621.56,50.78,166,https://images.bestbuy.com/marketplace/sony-oled-c3-main.jpg,"Screen_Size: 55"" | Resolution: 4K UHD | Smart_TV: Yes | HDR: HDR10",2024-08-12,2024-08-12,Yes,MISSING_DESCRIPTION
122,BB-MKT-00975,S007,SmartBuy Co,Smart Home,Ring,Learning Thermostat,RI-9251-WH,146253046418,0146253046418,Ring Learning Thermostat Smart Home Device,Transform your home with the Ring Learning Thermostat. Easy setup and seamless smart home integration.,390.22,1.11,22,https://images.bestbuy.com/marketplace/ring-learning-thermostat-main.jpg,Connectivity: Zigbee | Voice_Assistant: None | Power: USB-C,2025-04-18,2025-04-18,Yes,
123,BB-MKT-00363,S003,PrimeElectronics,Headphones,Sennheiser,Evolve2 85,SE-9269-BK,593796857850,0593796857850,Sennheiser Evolve2 85 Over-ear Wireless Headphones,Enjoy crystal-clear audio with the Sennheiser Evolve2 85. Perfect for music lovers and remote workers.,144.48,0.27,201,https://images.bestbuy.com/marketplace/sennheiser-evolve2-85-main.jpg,Type: Over-ear | Connectivity: Wireless | ANC: Yes | Battery_Hours: 36,2024-09-14,2024-09-14,Yes,
124,BB-MKT-00884,S002,EliteGadgets Inc,Headphones,Sony,Evolve2 85,SO-8500-SL,280015852329,0280015852329,Sony Evolve2 85 In-ear Both Headphones,Enjoy crystal-clear audio with the Sony Evolve2 85. Perfect for music lovers and remote workers.,404.99,0.26,241,https://images.bestbuy.com/marketplace/sony-evolve2-85-main.jpg,Type: In-ear | Connectivity: Both | ANC: No | Battery_Hours: 40,2024-10-11,2024-10-11,Yes,
125,BB-MKT-00797,S003,PrimeElectronics,Laptops,Lenovo,Katana 15,LE-7465-BK,470637745818,0470637745818,"Lenovo Katana 15 14"" Laptop - 32GB RAM 256GB SSD",Experience premium performance with the Lenovo Katana 15. Designed for professionals and students alike.,1691.65,1.78,337,https://images.bestbuy.com/marketplace/lenovo-katana-15-main.jpg,"RAM_GB: 32 | Storage_GB: 256 | Screen_Size: 14"" | Processor: Apple M2",2024-11-06,2024-11-06,Yes,
126,BB-MKT-00272,S003,PrimeElectronics,Smart Home,Wyze,Echo Show 10,WY-9123-WH,619041839496,0619041839496,Wyze Echo Show 10 Smart Home Device,Transform your home with the Wyze Echo Show 10. Easy setup and seamless smart home integration.,64.19,0.79,123,https://images.bestbuy.com/marketplace/wyze-echo-show-10-main.jpg,Connectivity: Wi-Fi | Voice_Assistant: Google Assistant | Power: USB-C,2024-12-17,2024-12-17,Yes,
127,BB-MKT-00529,S005,ConnectPro Sales,Smart Home,Philips,Cam OG,PH-3213-BK,237815343514,0237815343514,Philips Cam OG Smart Home Device,Transform your home with the Philips Cam OG. Easy setup and seamless smart home integration.,118.68,1.24,356,https://images.bestbuy.com/marketplace/philips-cam-og-main.jpg,Connectivity: Z-Wave | Voice_Assistant: None | Power: Wired,2024-10-05,2024-10-05,Yes,
128,BB-MKT-00003,S005,ConnectPro Sales,TVs,LG,Bravia XR,LG-5333-BK,762902242161,0762902242161,"LG 43"" 4K UHD Smart TV Bravia XR",Immerse yourself in stunning visuals with the LG Bravia XR. Features cutting-edge display technology.,2985.49,31.59,498,https://images.bestbuy.com/marketplace/lg-bravia-xr-main.jpg,"Screen_Size: 43"" | Resolution: 4K UHD | Smart_TV: No | HDR: HDR10",2025-01-10,2025-01-10,Yes,
129,BB-MKT-00677,S001,TechDirect LLC,Smart Home,Arlo,Hue Starter Kit,AR-9955-SL,182028023076,0182028023076,Arlo Hue Starter Kit Smart Home Device,Transform your home with the Arlo Hue Starter Kit. Easy setup and seamless smart home integration.,170.69,0.76,389,https://images.bestbuy.com/marketplace/arlo-hue-starter-kit-main.jpg,Connectivity: Zigbee | Voice_Assistant: Google Assistant | Power: USB-C,2024-10-12,2024-10-12,Yes,
130,BB-MKT-00777,S006,NextGen Devices,Smart Home,Wyze,Hue Starter Kit,WY-4796-BK,274946376753,0274946376753,Wyze Hue Starter Kit Smart Home Device,Transform your home with the Wyze Hue Starter Kit. Easy setup and seamless smart home integration.,341.67,0.8,0,https://images.bestbuy.com/marketplace/wyze-hue-starter-kit-main.jpg,Connectivity: Bluetooth | Voice_Assistant: Alexa | Power: Battery,2025-03-01,2024-01-01,Yes,STALE_LISTING
131,BB-MKT-00802,S004,ValueTech Store,Headphones,Sennheiser,AirPods Max,SE-3344-BK,412999405907,0412999405907,Sennheiser AirPods Max In-ear Wired Headphones,Enjoy crystal-clear audio with the Sennheiser AirPods Max. Perfect for music lovers and remote workers.,198.8,0.4,171,https://images.bestbuy.com/marketplace/sennheiser-airpods-max-main.jpg,Type: In-ear | Connectivity: Wired | ANC: Yes | Battery_Hours: 36,2025-01-25,2025-01-25,Yes,
132,BB-MKT-00751,S007,SmartBuy Co,Tablets,Samsung,Surface Pro 9,SA-9087-BL,681005676810,0681005676810,"Samsung Surface Pro 9 12.4"" 128GB Tablet",Stay productive and entertained with the Samsung Surface Pro 9. Powerful performance in a sleek design.,274.56,0.33,127,https://images.bestbuy.com/marketplace/samsung-surface-pro-9-main.jpg,"Storage_GB: 128 | Screen_Size: 12.4"" | Cellular: Yes | RAM_GB: 16",2024-08-26,2024-08-26,Yes,
133,BB-MKT-00941,S001,TechDirect LLC,Laptops,Apple,Katana 15,AP-5354-BK,579280058185,0579280058185,"Apple Katana 15 16"" Laptop - 64GB RAM 256GB SSD",Experience premium performance with the Apple Katana 15. Designed for professionals and students alike.,2493.34,2.52,249,https://images.bestbuy.com/marketplace/apple-katana-15-main.jpg,"RAM_GB: 64 | Storage_GB: 256 | Screen_Size: 16"" | Processor: Intel i7",2025-04-14,2025-04-14,Yes,
134,BB-MKT-00271,S001,TechDirect LLC,Laptops,Lenovo,MacBook Air,LE-2560-BL,673460166516,0673460166516,"Lenovo MacBook Air 14"" Laptop - 32GB RAM 256GB SSD",Experience premium performance with the Lenovo MacBook Air. Designed for professionals and students alike.,1788.6,1.6,177,https://images.bestbuy.com/marketplace/lenovo-macbook-air-main.jpg,"RAM_GB: 32 | Storage_GB: 256 | Screen_Size: 14"" | Processor: AMD Ryzen 5",2025-01-14,2025-01-14,Yes,
135,BB-MKT-00716,S008,DigitalHub USA,Tablets,Amazon,Galaxy Tab S9,AM-5864-WH,475502695551,0475502695551,"Amazon Galaxy Tab S9 10.1"" 256GB Tablet",Stay productive and entertained with the Amazon Galaxy Tab S9. Powerful performance in a sleek design.,377.4,0.87,246,https://images.bestbuy.com/marketplace/amazon-galaxy-tab-s9-main.jpg,"Storage_GB: 256 | Screen_Size: 10.1"" | Cellular: Yes | RAM_GB: 4",2025-03-01,2025-03-01,Yes,
136,BB-MKT-00539,S001,TechDirect LLC,Smart Home,Amazon,Nest Hub Max,AM-5786-BL,899538366698,0899538366698,Amazon Nest Hub Max Smart Home Device,Transform your home with the Amazon Nest Hub Max. Easy setup and seamless smart home integration.,387.12,0.8,445,https://images.bestbuy.com/marketplace/amazon-nest-hub-max-main.jpg,Connectivity: Wi-Fi | Voice_Assistant: Google Assistant | Power: Wired,2024-08-20,2024-08-20,Yes,
137,BB-MKT-00551,S003,PrimeElectronics,TVs,Hisense,OLED C3,HI-9408-BK,877251778208,0877251778208,"Hisense 65"" 1080p Full HD Smart TV OLED C3",Immerse yourself in stunning visuals with the Hisense OLED C3. Features cutting-edge display technology.,2853.27,28.04,16,https://images.bestbuy.com/marketplace/hisense-oled-c3-main.jpg,"Screen_Size: 65"" | Resolution: 1080p Full HD | Smart_TV: No | HDR: HDR10",2024-09-19,2024-09-19,Yes,
138,BB-MKT-00026,S007,SmartBuy Co,Smart Home,Arlo,Nest Hub Max,AR-1406-WH,554757219856,0554757219856,Arlo Nest Hub Max Smart Home Device,Transform your home with the Arlo Nest Hub Max. Easy setup and seamless smart home integration.,375.19,0.57,476,https://images.bestbuy.com/marketplace/arlo-nest-hub-max-main.jpg,Connectivity: Zigbee | Voice_Assistant: Google Assistant | Power: Battery,2025-01-27,2025-01-27,Yes,
139,BB-MKT-00427,S007,SmartBuy Co,Headphones,Apple,QuietComfort 45,AP-1984-SL,466741203353,0466741203353,,Enjoy crystal-clear audio with the Apple QuietComfort 45. Perfect for music lovers and remote workers.,525.91,0.27,225,https://images.bestbuy.com/marketplace/apple-quietcomfort-45-main.jpg,Type: Over-ear | Connectivity: Wired | ANC: Yes | Battery_Hours: 36,2024-08-05,2024-08-05,Yes,MISSING_TITLE
140,BB-MKT-00243,S007,SmartBuy Co,Laptops,ASUS,Pavilion 15,AS-2654-SL,957115200247,0957115200247,"ASUS Pavilion 15 13.3"" Laptop - 16GB RAM 1024GB SSD",Experience premium performance with the ASUS Pavilion 15. Designed for professionals and students alike.,2220.7,2.61,449,https://images.bestbuy.com/marketplace/asus-pavilion-15-main.jpg,"RAM_GB: 16 | Storage_GB: 1024 | Screen_Size: 13.3"" | Processor: Intel i5",2025-01-27,2025-01-27,Yes,
141,BB-MKT-00857,S007,SmartBuy Co,Headphones,Amazon,Video Doorbell Pro 2,AM-8790-SL,560243328878,0560243328878,Amazon Video Doorbell Pro 2 Smart Home Device,Transform your home with the Amazon Video Doorbell Pro 2. Easy setup and seamless smart home integration.,187.24,1.36,95,https://images.bestbuy.com/marketplace/amazon-video-doorbell-pro-2-main.jpg,Connectivity: Wi-Fi | Voice_Assistant: Apple HomeKit | Power: Battery,2024-12-31,2024-12-31,Yes,CATEGORY_MISMATCH
142,BB-MKT-00809,S002,EliteGadgets Inc,Tablets,Microsoft,Fire HD 10,MI-1392-WH,576027797809,0576027797809,"Microsoft Fire HD 10 8"" 512GB Tablet",Stay productive and entertained with the Microsoft Fire HD 10. Powerful performance in a sleek design.,1287.42,0.38,443,https://images.bestbuy.com/marketplace/microsoft-fire-hd-10-main.jpg,"Storage_GB: 512 | Screen_Size: 8"" | Cellular: Yes | RAM_GB: 4",2025-03-29,2025-03-29,Yes,
143,BB-MKT-00642,S006,NextGen Devices,Headphones,Sennheiser,Evolve2 85,SE-7171-BK,419953698349,0419953698349,Sennheiser Evolve2 85 Over-ear Wired Headphones - EXTREMELY DETAILED SPEC DESCRIPTION THAT GOES WAY BEYOND THE ALLOWED CHARACTER LIMIT FOR BEST BUY MARKETPLACE LISTINGS,Enjoy crystal-clear audio with the Sennheiser Evolve2 85. Perfect for music lovers and remote workers.,539.19,0.28,423,https://images.bestbuy.com/marketplace/sennheiser-evolve2-85-main.jpg,Type: Over-ear | Connectivity: Wired | ANC: No | Battery_Hours: 24,2024-10-16,2024-10-16,Yes,TITLE_TOO_LONG
144,BB-MKT-00380,S006,NextGen Devices,Tablets,Amazon,Fire HD 10,AM-5025-BL,146719653397,0146719653397,"Amazon Fire HD 10 12.9"" 64GB Tablet",Stay productive and entertained with the Amazon Fire HD 10. Powerful performance in a sleek design.,1280.41,0.32,198,https://images.bestbuy.com/marketplace/amazon-fire-hd-10-main.jpg,"Storage_GB: 64 | Screen_Size: 12.9"" | Cellular: Yes | RAM_GB: 12",2025-03-22,2025-03-22,Yes,
145,BB-MKT-00200,S003,PrimeElectronics,Laptops,ASUS,MacBook Air,AS-2559-BK,201599535427,0201599535427,"ASUS MacBook Air 14"" Laptop - 32GB RAM 1024GB SSD",Experience premium performance with the ASUS MacBook Air. Designed for professionals and students alike.,18339.38,1.32,303,https://images.bestbuy.com/marketplace/asus-macbook-air-main.jpg,"RAM_GB: 32 | Storage_GB: 1024 | Screen_Size: 14"" | Processor: AMD Ryzen 7",2024-10-24,2024-10-24,Yes,PRICE_ANOMALY
146,BB-MKT-00505,S008,DigitalHub USA,Tablets,Microsoft,Tab P12 Pro,MI-7895-SL,486832101732,0486832101732,"Microsoft Tab P12 Pro 10.1"" 64GB Tablet",Stay productive and entertained with the Microsoft Tab P12 Pro. Powerful performance in a sleek design.,670.25,0.32,26,https://images.bestbuy.com/marketplace/microsoft-tab-p12-pro-main.jpg,"Storage_GB: 64 | Screen_Size: 10.1"" | Cellular: No | RAM_GB: 16",2024-10-03,2024-10-03,Yes,
147,BB-MKT-00853,S003,PrimeElectronics,Headphones,Sony,Tour One,SO-6169-BL,719078416015,0719078416015,Sony Tour One In-ear Wired Headphones,Enjoy crystal-clear audio with the Sony Tour One. Perfect for music lovers and remote workers.,146.5,0.25,452,https://images.bestbuy.com/marketplace/sony-tour-one-main.jpg,Type: In-ear | Connectivity: Wired | ANC: Yes | Battery_Hours: 30,2024-10-11,2024-10-11,Yes,
148,BB-MKT-00748,S002,EliteGadgets Inc,TVs,LG,Bravia XR,LG-5552-BL,173821698071,0173821698071,"LG 65"" 8K Smart TV Bravia XR",Immerse yourself in stunning visuals with the LG Bravia XR. Features cutting-edge display technology.,864.74,21.51,445,https://images.bestbuy.com/marketplace/lg-bravia-xr-main.jpg,"Screen_Size: 65"" | Resolution: 8K | Smart_TV: Yes | HDR: Dolby Vision",2025-04-22,2025-04-22,Yes,
149,BB-MKT-00904,S004,ValueTech Store,Headphones,JBL,Studio Pro,JB-6798-SL,900297242833,0900297242833,JBL Studio Pro On-ear Wired Headphones,Enjoy crystal-clear audio with the JBL Studio Pro. Perfect for music lovers and remote workers.,262.85,0.31,201,https://images.bestbuy.com/marketplace/jbl-studio-pro-main.jpg,Type: On-ear | Connectivity: Wired | ANC: Yes | Battery_Hours: 30,2025-01-30,2025-01-30,Yes,
150,BB-MKT-00745,S008,DigitalHub USA,Laptops,HP,IdeaPad 5,HP-9548-WH,236014034742,0236014034742,"HP IdeaPad 5 16"" Laptop - 16GB RAM 1024GB SSD",Experience premium performance with the HP IdeaPad 5. Designed for professionals and students alike.,1612.56,2.26,499,https://images.bestbuy.com/marketplace/hp-ideapad-5-main.jpg,"RAM_GB: 16 | Storage_GB: 1024 | Screen_Size: 16"" | Processor: AMD Ryzen 7",2024-11-21,2024-11-21,Yes,
151,BB-MKT-00931,S005,ConnectPro Sales,Laptops,MSI,IdeaPad 5,MS-4721-BL,203621360965,0203621360965,"MSI IdeaPad 5 13.3"" Laptop - 64GB RAM 1024GB SSD",Experience premium performance with the MSI IdeaPad 5. Designed for professionals and students alike.,2142.16,1.39,364,https://images.bestbuy.com/marketplace/msi-ideapad-5-main.jpg,"RAM_GB: 64 | Storage_GB: 1024 | Screen_Size: 13.3"" | Processor: Apple M2",2024-11-29,2024-11-29,Yes,
152,BB-MKT-00174,S003,PrimeElectronics,Tablets,Microsoft,Surface Pro 9,MI-5419-BK,497047117241,0497047117241,"Microsoft Surface Pro 9 8"" 64GB Tablet",Stay productive and entertained with the Microsoft Surface Pro 9. Powerful performance in a sleek design.,301.38,0.41,229,https://images.bestbuy.com/marketplace/microsoft-surface-pro-9-main.jpg,"Storage_GB: 64 | Screen_Size: 8"" | Cellular: Yes | RAM_GB: 8",2025-04-12,2025-04-12,Yes,
153,BB-MKT-00925,S008,DigitalHub USA,TVs,Hisense,V-Series,HI-6290-SL,238542165730,0238542165730,"Hisense 43"" 8K Smart TV V-Series",Immerse yourself in stunning visuals with the Hisense V-Series. Features cutting-edge display technology.,3837.4,37.41,49,https://images.bestbuy.com/marketplace/hisense-v-series-main.jpg,"Screen_Size: 43"" | Resolution: 8K | Smart_TV: No | HDR: Dolby Vision",2025-03-02,2025-03-02,Yes,
154,BB-MKT-00018,S008,DigitalHub USA,TVs,LG,Bravia XR,LG-1821-BL,161476464570,0161476464570,"LG 50"" 4K UHD Smart TV Bravia XR",Immerse yourself in stunning visuals with the LG Bravia XR. Features cutting-edge display technology.,2134.69,45.52,80,https://images.bestbuy.com/marketplace/lg-bravia-xr-main.jpg,"Screen_Size: 50"" | Resolution: 4K UHD | Smart_TV: Yes | HDR: HDR10+",2024-07-30,2024-07-30,Yes,
155,BB-MKT-00134,S005,ConnectPro Sales,Smart Home,Arlo,Cam OG,AR-6555-SL,509713696703,0509713696703,Arlo Cam OG Smart Home Device,Transform your home with the Arlo Cam OG. Easy setup and seamless smart home integration.,383.83,0.38,260,https://images.bestbuy.com/marketplace/arlo-cam-og-main.jpg,Connectivity: Wi-Fi | Voice_Assistant: Google Assistant | Power: Battery,2025-01-22,2025-01-22,Yes,
156,BB-MKT-00723,S002,EliteGadgets Inc,Tablets,Amazon,Fire HD 10,AM-8448-BL,951360784215,0951360784215,"Amazon Fire HD 10 11"" 64GB Tablet",,280.68,0.81,486,https://images.bestbuy.com/marketplace/amazon-fire-hd-10-main.jpg,"Storage_GB: 64 | Screen_Size: 11"" | Cellular: No | RAM_GB: 6",2024-09-02,2024-09-02,Yes,MISSING_DESCRIPTION
157,BB-MKT-00080,S001,TechDirect LLC,Tablets,Microsoft,Galaxy Tab S9,MI-1349-BK,802835768946,0802835768946,"Microsoft Galaxy Tab S9 12.4"" 64GB Tablet",Stay productive and entertained with the Microsoft Galaxy Tab S9. Powerful performance in a sleek design.,1053.81,0.45,64,https://images.bestbuy.com/marketplace/microsoft-galaxy-tab-s9-main.jpg,"Storage_GB: 64 | Screen_Size: 12.4"" | Cellular: Yes | RAM_GB: 6",2025-04-16,2025-04-16,Yes,
158,BB-MKT-00297,S003,PrimeElectronics,TVs,,U8K,LG-1891-BL,979055156549,0979055156549,"LG 55"" 4K UHD Smart TV U8K",Immerse yourself in stunning visuals with the LG U8K. Features cutting-edge display technology.,2666.53,11.22,343,https://images.bestbuy.com/marketplace/lg-u8k-main.jpg,"Screen_Size: 55"" | Resolution: 4K UHD | Smart_TV: Yes | HDR: HDR10",2024-08-04,2024-08-04,Yes,MISSING_BRAND
159,BB-MKT-00545,S004,ValueTech Store,Headphones,Sony,WH-1000XM5,SO-4501-BK,411560321651,0411560321651,Sony WH-1000XM5 In-ear Wired Headphones,Enjoy crystal-clear audio with the Sony WH-1000XM5. Perfect for music lovers and remote workers.,295.07,0.28,174,https://images.bestbuy.com/marketplace/sony-wh-1000xm5-main.jpg,Type: In-ear | Connectivity: Wired | ANC: No | Battery_Hours: 24,2024-09-20,2024-09-20,Yes,
160,BB-MKT-00048,S008,DigitalHub USA,Smart Home,Philips,Nest Hub Max,PH-2524-SL,120585489939,0120585489939,Philips Nest Hub Max Smart Home Device,Transform your home with the Philips Nest Hub Max. Easy setup and seamless smart home integration.,133.15,1.07,156,https://images.bestbuy.com/marketplace/philips-nest-hub-max-main.jpg,Connectivity: Bluetooth | Voice_Assistant: None | Power: Wired,2025-04-24,2025-04-24,Yes,
161,BB-MKT-00460,S003,PrimeElectronics,Headphones,JBL,Momentum 4,JB-7628-BL,129723037608,0129723037608,JBL Momentum 4 Over-ear Both Headphones,Enjoy crystal-clear audio with the JBL Momentum 4. Perfect for music lovers and remote workers.,428.63,0.44,0,https://images.bestbuy.com/marketplace/jbl-momentum-4-main.jpg,Type: Over-ear | Connectivity: Both | ANC: No | Battery_Hours: 20,2024-12-11,2023-11-20,Yes,STALE_LISTING
162,BB-MKT-00916,S003,PrimeElectronics,Smart Home,Ring,Echo Show 10,RI-4304-SL,330460072623,0330460072623,Ring Echo Show 10 Smart Home Device,Transform your home with the Ring Echo Show 10. Easy setup and seamless smart home integration.,105.75,1.49,119,https://images.bestbuy.com/marketplace/ring-echo-show-10-main.jpg,Connectivity: Z-Wave | Voice_Assistant: Apple HomeKit | Power: Battery,2024-10-20,2024-10-20,Yes,
163,BB-MKT-00245,S001,TechDirect LLC,Tablets,Microsoft,Surface Pro 9,MI-2609-WH,854609359348,0854609359348,"Microsoft Surface Pro 9 11"" 64GB Tablet",Stay productive and entertained with the Microsoft Surface Pro 9. Powerful performance in a sleek design.,303.54,0.88,226,https://images.bestbuy.com/marketplace/microsoft-surface-pro-9-main.jpg,"Storage_GB: 64 | Screen_Size: 11"" | Cellular: No | RAM_GB: 8",2024-12-12,2024-12-12,Yes,
164,BB-MKT-00076,S007,SmartBuy Co,Laptops,Lenovo,Aspire 5,LE-7086-BK,519122494202,0519122494202,"Lenovo Aspire 5 15.6"" Laptop - 8GB RAM 512GB SSD",Experience premium performance with the Lenovo Aspire 5. Designed for professionals and students alike.,1816.16,1.95,317,https://images.bestbuy.com/marketplace/lenovo-aspire-5-main.jpg,"RAM_GB: 8 | Storage_GB: 512 | Screen_Size: 15.6"" | Processor: AMD Ryzen 5",2025-04-14,2025-04-14,Yes,
165,BB-MKT-00741,S001,TechDirect LLC,Headphones,Sony,Evolve2 85,SO-1606-BK,546534235894,0546534235894,Sony Evolve2 85 In-ear Wireless Headphones,Enjoy crystal-clear audio with the Sony Evolve2 85. Perfect for music lovers and remote workers.,204.44,0.2,240,https://images.bestbuy.com/marketplace/sony-evolve2-85-main.jpg,Type: In-ear | Connectivity: Wireless | ANC: No | Battery_Hours: 30,2024-08-18,2024-08-18,Yes,
166,BB-MKT-00502,S006,NextGen Devices,Laptops,Lenovo,Aspire 5,LE-3374-SL,962770597493,0962770597493,"Lenovo Aspire 5 14"" Laptop - 64GB RAM 512GB SSD",Experience premium performance with the Lenovo Aspire 5. Designed for professionals and students alike.,1396.97,1.79,157,https://images.bestbuy.com/marketplace/lenovo-aspire-5-main.jpg,"RAM_GB: 64 | Storage_GB: 512 | Screen_Size: 14"" | Processor: AMD Ryzen 5",2024-07-11,2024-07-11,Yes,
167,BB-MKT-00264,S008,DigitalHub USA,TVs,LG,V-Series,LG-2654-SL,827657102170,0827657102170,"LG 85"" 1080p Full HD Smart TV V-Series",Immerse yourself in stunning visuals with the LG V-Series. Features cutting-edge display technology.,2584.49,38.83,214,https://images.bestbuy.com/marketplace/lg-v-series-main.jpg,"Screen_Size: 85"" | Resolution: 1080p Full HD | Smart_TV: Yes | HDR: Dolby Vision",2024-08-23,2024-08-23,Yes,
168,BB-MKT-00135,S001,TechDirect LLC,Laptops,Dell,Pavilion 15,DE-6373-SL,252537935638,0252537935638,"Dell Pavilion 15 16"" Laptop - 32GB RAM 512GB SSD",Experience premium performance with the Dell Pavilion 15. Designed for professionals and students alike.,740.25,2.78,378,https://images.bestbuy.com/marketplace/dell-pavilion-15-main.jpg,"RAM_GB: 32 | Storage_GB: 512 | Screen_Size: 16"" | Processor: Intel i7",2024-12-01,2024-12-01,Yes,
